what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1470836175522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1470836178958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836183133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836193216
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836194886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836195462
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1470836203043
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1470836214180
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1470836214578
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1470836214770
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1470836215010
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1470836215331
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1470836215690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1470836218144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1470836218681
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1470836232749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836293553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836295408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836300702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836301865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836302235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836304978
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1470836306005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836332721
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836345394
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1470836354638
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1470836359672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836359867
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836360740
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1470836362063
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1470836363035
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470836367308
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1470836370384
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1470836373234
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1470836378400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470836378484
